item_name,category,mrp,discount,selling_price,quantity,date
Amul Butter 500g,Dairy,275,20,255,109,11/4/2025
Tata Tea Gold 500g,Beverages,265,20,245,177,11/4/2025
Nescafe Coffee 200g,Beverages,240,30,210,157,11/4/2025
Parle-G Biscuits,Snacks,10,20,-10,156,11/4/2025
Maggi Noodles Pack,Instant Food,56,15,41,77,11/4/2025
Surf Excel 2kg,Home Care,420,10,410,16,11/4/2025
Ariel Liquid 1L,Home Care,395,15,380,161,11/4/2025
Lux Soap Pack,Personal Care,160,10,150,94,11/4/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,10,11/4/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,94,11/4/2025
Harpic Toilet Cleaner,Home Care,190,30,160,132,11/4/2025
Good Day Biscuits,Snacks,30,30,0,63,11/4/2025
Britannia Bread,Bakery,45,30,15,122,11/4/2025
Tropicana Juice 1L,Beverages,120,30,90,54,11/4/2025
Pepsi 2.25L,Beverages,99,0,99,10,11/4/2025
Cadbury Dairy Milk,Confectionery,40,20,20,66,11/4/2025
Aashirvaad Atta 5kg,Staples,320,5,315,154,11/5/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,132,11/5/2025
India Gate Rice 5kg,Staples,420,30,390,120,11/5/2025
Amul Milk 1L,Dairy,62,30,32,199,11/5/2025
Amul Butter 500g,Dairy,275,15,260,52,11/5/2025
Tata Tea Gold 500g,Beverages,265,20,245,126,11/5/2025
Nescafe Coffee 200g,Beverages,240,20,220,76,11/5/2025
Parle-G Biscuits,Snacks,10,0,10,65,11/5/2025
Maggi Noodles Pack,Instant Food,56,10,46,119,11/5/2025
Surf Excel 2kg,Home Care,420,15,405,186,11/5/2025
Ariel Liquid 1L,Home Care,395,20,375,113,11/5/2025
Lux Soap Pack,Personal Care,160,15,145,181,11/5/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,174,11/5/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,51,11/5/2025
Harpic Toilet Cleaner,Home Care,190,15,175,64,11/5/2025
Good Day Biscuits,Snacks,30,20,10,78,11/5/2025
Britannia Bread,Bakery,45,20,25,148,11/5/2025
Tropicana Juice 1L,Beverages,120,15,105,84,11/5/2025
Pepsi 2.25L,Beverages,99,10,89,123,11/5/2025
Cadbury Dairy Milk,Confectionery,40,0,40,93,11/5/2025
Aashirvaad Atta 5kg,Staples,320,5,315,129,11/6/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,92,11/6/2025
India Gate Rice 5kg,Staples,420,30,390,106,11/6/2025
Amul Milk 1L,Dairy,62,15,47,128,11/6/2025
Amul Butter 500g,Dairy,275,15,260,144,11/6/2025
Tata Tea Gold 500g,Beverages,265,15,250,21,11/6/2025
Nescafe Coffee 200g,Beverages,240,0,240,51,11/6/2025
Parle-G Biscuits,Snacks,10,10,0,44,11/6/2025
Maggi Noodles Pack,Instant Food,56,30,26,76,11/6/2025
Surf Excel 2kg,Home Care,420,20,400,90,11/6/2025
Ariel Liquid 1L,Home Care,395,10,385,144,11/6/2025
Lux Soap Pack,Personal Care,160,10,150,162,11/6/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,34,11/6/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,66,11/6/2025
Harpic Toilet Cleaner,Home Care,190,20,170,190,11/6/2025
Good Day Biscuits,Snacks,30,10,20,192,11/6/2025
Britannia Bread,Bakery,45,0,45,136,11/6/2025
Tropicana Juice 1L,Beverages,120,15,105,56,11/6/2025
Pepsi 2.25L,Beverages,99,30,69,183,11/6/2025
Cadbury Dairy Milk,Confectionery,40,0,40,153,11/6/2025
Aashirvaad Atta 5kg,Staples,320,10,310,72,11/7/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,11,11/7/2025
India Gate Rice 5kg,Staples,420,15,405,133,11/7/2025
Amul Milk 1L,Dairy,62,15,47,169,11/7/2025
Amul Butter 500g,Dairy,275,20,255,165,11/7/2025
Tata Tea Gold 500g,Beverages,265,15,250,161,11/7/2025
Nescafe Coffee 200g,Beverages,240,30,210,191,11/7/2025
Parle-G Biscuits,Snacks,10,5,5,106,11/7/2025
Maggi Noodles Pack,Instant Food,56,0,56,165,11/7/2025
Surf Excel 2kg,Home Care,420,5,415,103,11/7/2025
Ariel Liquid 1L,Home Care,395,10,385,51,11/7/2025
Lux Soap Pack,Personal Care,160,20,140,195,11/7/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,105,11/7/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,100,11/7/2025
Harpic Toilet Cleaner,Home Care,190,20,170,191,11/7/2025
Good Day Biscuits,Snacks,30,30,0,173,11/7/2025
Britannia Bread,Bakery,45,5,40,195,11/7/2025
Tropicana Juice 1L,Beverages,120,5,115,93,11/7/2025
Pepsi 2.25L,Beverages,99,0,99,72,11/7/2025
Cadbury Dairy Milk,Confectionery,40,5,35,178,11/7/2025
Aashirvaad Atta 5kg,Staples,320,30,290,23,11/8/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,91,11/8/2025
India Gate Rice 5kg,Staples,420,0,420,140,11/8/2025
Amul Milk 1L,Dairy,62,0,62,65,11/8/2025
Amul Butter 500g,Dairy,275,10,265,136,11/8/2025
Tata Tea Gold 500g,Beverages,265,5,260,199,11/8/2025
Nescafe Coffee 200g,Beverages,240,0,240,39,11/8/2025
Parle-G Biscuits,Snacks,10,10,0,140,11/8/2025
Maggi Noodles Pack,Instant Food,56,5,51,118,11/8/2025
Surf Excel 2kg,Home Care,420,0,420,130,11/8/2025
Ariel Liquid 1L,Home Care,395,10,385,186,11/8/2025
Lux Soap Pack,Personal Care,160,30,130,132,11/8/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,82,11/8/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,84,11/8/2025
Harpic Toilet Cleaner,Home Care,190,15,175,30,11/8/2025
Good Day Biscuits,Snacks,30,30,0,159,11/8/2025
Britannia Bread,Bakery,45,10,35,95,11/8/2025
Tropicana Juice 1L,Beverages,120,10,110,99,11/8/2025
Pepsi 2.25L,Beverages,99,5,94,171,11/8/2025
Cadbury Dairy Milk,Confectionery,40,30,10,30,11/8/2025
Aashirvaad Atta 5kg,Staples,320,10,310,49,11/9/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,126,11/9/2025
India Gate Rice 5kg,Staples,420,0,420,111,11/9/2025
Amul Milk 1L,Dairy,62,20,42,163,11/9/2025
Amul Butter 500g,Dairy,275,30,245,43,11/9/2025
Tata Tea Gold 500g,Beverages,265,0,265,190,11/9/2025
Nescafe Coffee 200g,Beverages,240,5,235,40,11/9/2025
Parle-G Biscuits,Snacks,10,5,5,60,11/9/2025
Maggi Noodles Pack,Instant Food,56,5,51,135,11/9/2025
Surf Excel 2kg,Home Care,420,10,410,62,11/9/2025
Ariel Liquid 1L,Home Care,395,10,385,99,11/9/2025
Lux Soap Pack,Personal Care,160,30,130,86,11/9/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,97,11/9/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,25,11/9/2025
Harpic Toilet Cleaner,Home Care,190,0,190,12,11/9/2025
Good Day Biscuits,Snacks,30,5,25,188,11/9/2025
Britannia Bread,Bakery,45,20,25,71,11/9/2025
Tropicana Juice 1L,Beverages,120,0,120,35,11/9/2025
Pepsi 2.25L,Beverages,99,0,99,163,11/9/2025
Cadbury Dairy Milk,Confectionery,40,10,30,168,11/9/2025
Aashirvaad Atta 5kg,Staples,320,5,315,197,11/10/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,21,11/10/2025
India Gate Rice 5kg,Staples,420,15,405,30,11/10/2025
Amul Milk 1L,Dairy,62,30,32,90,11/10/2025
Amul Butter 500g,Dairy,275,20,255,37,11/10/2025
Tata Tea Gold 500g,Beverages,265,0,265,38,11/10/2025
Nescafe Coffee 200g,Beverages,240,15,225,87,11/10/2025
Parle-G Biscuits,Snacks,10,20,-10,181,11/10/2025
Maggi Noodles Pack,Instant Food,56,15,41,132,11/10/2025
Surf Excel 2kg,Home Care,420,30,390,93,11/10/2025
Ariel Liquid 1L,Home Care,395,10,385,10,11/10/2025
Lux Soap Pack,Personal Care,160,30,130,138,11/10/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,145,11/10/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,37,11/10/2025
Harpic Toilet Cleaner,Home Care,190,10,180,14,11/10/2025
Good Day Biscuits,Snacks,30,30,0,64,11/10/2025
Britannia Bread,Bakery,45,15,30,43,11/10/2025
Tropicana Juice 1L,Beverages,120,30,90,171,11/10/2025
Pepsi 2.25L,Beverages,99,20,79,55,11/10/2025
Cadbury Dairy Milk,Confectionery,40,15,25,157,11/10/2025
Aashirvaad Atta 5kg,Staples,320,15,305,26,11/11/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,130,11/11/2025
India Gate Rice 5kg,Staples,420,20,400,101,11/11/2025
Amul Milk 1L,Dairy,62,0,62,154,11/11/2025
Amul Butter 500g,Dairy,275,15,260,35,11/11/2025
Tata Tea Gold 500g,Beverages,265,0,265,84,11/11/2025
Nescafe Coffee 200g,Beverages,240,5,235,163,11/11/2025
Parle-G Biscuits,Snacks,10,10,0,43,11/11/2025
Maggi Noodles Pack,Instant Food,56,20,36,71,11/11/2025
Surf Excel 2kg,Home Care,420,30,390,174,11/11/2025
Ariel Liquid 1L,Home Care,395,5,390,196,11/11/2025
Lux Soap Pack,Personal Care,160,10,150,156,11/11/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,47,11/11/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,110,11/11/2025
Harpic Toilet Cleaner,Home Care,190,5,185,101,11/11/2025
Good Day Biscuits,Snacks,30,0,30,33,11/11/2025
Britannia Bread,Bakery,45,20,25,161,11/11/2025
Tropicana Juice 1L,Beverages,120,5,115,20,11/11/2025
Pepsi 2.25L,Beverages,99,20,79,181,11/11/2025
Cadbury Dairy Milk,Confectionery,40,20,20,65,11/11/2025
Aashirvaad Atta 5kg,Staples,320,15,305,176,11/12/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,60,11/12/2025
India Gate Rice 5kg,Staples,420,5,415,70,11/12/2025
Amul Milk 1L,Dairy,62,5,57,25,11/12/2025
Amul Butter 500g,Dairy,275,5,270,41,11/12/2025
Tata Tea Gold 500g,Beverages,265,5,260,102,11/12/2025
Nescafe Coffee 200g,Beverages,240,20,220,85,11/12/2025
Parle-G Biscuits,Snacks,10,15,-5,88,11/12/2025
Maggi Noodles Pack,Instant Food,56,20,36,127,11/12/2025
Surf Excel 2kg,Home Care,420,30,390,79,11/12/2025
Ariel Liquid 1L,Home Care,395,30,365,41,11/12/2025
Lux Soap Pack,Personal Care,160,5,155,157,11/12/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,75,11/12/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,185,11/12/2025
Harpic Toilet Cleaner,Home Care,190,20,170,180,11/12/2025
Good Day Biscuits,Snacks,30,0,30,53,11/12/2025
Britannia Bread,Bakery,45,30,15,122,11/12/2025
Tropicana Juice 1L,Beverages,120,0,120,115,11/12/2025
Pepsi 2.25L,Beverages,99,5,94,162,11/12/2025
Cadbury Dairy Milk,Confectionery,40,30,10,59,11/12/2025
Aashirvaad Atta 5kg,Staples,320,15,305,106,11/13/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,13,11/13/2025
India Gate Rice 5kg,Staples,420,30,390,162,11/13/2025
Amul Milk 1L,Dairy,62,15,47,151,11/13/2025
Amul Butter 500g,Dairy,275,30,245,183,11/13/2025
Tata Tea Gold 500g,Beverages,265,10,255,117,11/13/2025
Nescafe Coffee 200g,Beverages,240,5,235,44,11/13/2025
Parle-G Biscuits,Snacks,10,10,0,70,11/13/2025
Maggi Noodles Pack,Instant Food,56,5,51,151,11/13/2025
Surf Excel 2kg,Home Care,420,0,420,182,11/13/2025
Ariel Liquid 1L,Home Care,395,20,375,76,11/13/2025
Lux Soap Pack,Personal Care,160,30,130,46,11/13/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,61,11/13/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,93,11/13/2025
Harpic Toilet Cleaner,Home Care,190,20,170,157,11/13/2025
Good Day Biscuits,Snacks,30,15,15,113,11/13/2025
Britannia Bread,Bakery,45,20,25,181,11/13/2025
Tropicana Juice 1L,Beverages,120,20,100,137,11/13/2025
Pepsi 2.25L,Beverages,99,5,94,192,11/13/2025
Cadbury Dairy Milk,Confectionery,40,0,40,164,11/13/2025
Aashirvaad Atta 5kg,Staples,320,15,305,113,11/14/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,99,11/14/2025
India Gate Rice 5kg,Staples,420,30,390,127,11/14/2025
Amul Milk 1L,Dairy,62,20,42,162,11/14/2025
Amul Butter 500g,Dairy,275,15,260,183,11/14/2025
Tata Tea Gold 500g,Beverages,265,0,265,128,11/14/2025
Nescafe Coffee 200g,Beverages,240,20,220,72,11/14/2025
Parle-G Biscuits,Snacks,10,15,-5,67,11/14/2025
Maggi Noodles Pack,Instant Food,56,30,26,134,11/14/2025
Surf Excel 2kg,Home Care,420,10,410,196,11/14/2025
Ariel Liquid 1L,Home Care,395,15,380,168,11/14/2025
Lux Soap Pack,Personal Care,160,5,155,21,11/14/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,80,11/14/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,80,11/14/2025
Harpic Toilet Cleaner,Home Care,190,10,180,40,11/14/2025
Good Day Biscuits,Snacks,30,10,20,126,11/14/2025
Britannia Bread,Bakery,45,30,15,22,11/14/2025
Tropicana Juice 1L,Beverages,120,15,105,56,11/14/2025
Pepsi 2.25L,Beverages,99,30,69,141,11/14/2025
Cadbury Dairy Milk,Confectionery,40,20,20,143,11/14/2025
Aashirvaad Atta 5kg,Staples,320,5,315,165,11/15/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,130,11/15/2025
India Gate Rice 5kg,Staples,420,15,405,131,11/15/2025
Amul Milk 1L,Dairy,62,15,47,170,11/15/2025
Amul Butter 500g,Dairy,275,0,275,110,11/15/2025
Tata Tea Gold 500g,Beverages,265,10,255,101,11/15/2025
Nescafe Coffee 200g,Beverages,240,5,235,129,11/15/2025
Parle-G Biscuits,Snacks,10,15,-5,12,11/15/2025
Maggi Noodles Pack,Instant Food,56,5,51,97,11/15/2025
Surf Excel 2kg,Home Care,420,30,390,25,11/15/2025
Ariel Liquid 1L,Home Care,395,0,395,23,11/15/2025
Lux Soap Pack,Personal Care,160,10,150,130,11/15/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,91,11/15/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,65,11/15/2025
Harpic Toilet Cleaner,Home Care,190,10,180,78,11/15/2025
Good Day Biscuits,Snacks,30,5,25,92,11/15/2025
Britannia Bread,Bakery,45,10,35,44,11/15/2025
Tropicana Juice 1L,Beverages,120,0,120,137,11/15/2025
Pepsi 2.25L,Beverages,99,20,79,81,11/15/2025
Cadbury Dairy Milk,Confectionery,40,15,25,116,11/15/2025
Aashirvaad Atta 5kg,Staples,320,15,305,139,11/16/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,182,11/16/2025
India Gate Rice 5kg,Staples,420,30,390,138,11/16/2025
Amul Milk 1L,Dairy,62,20,42,156,11/16/2025
Amul Butter 500g,Dairy,275,30,245,36,11/16/2025
Tata Tea Gold 500g,Beverages,265,10,255,164,11/16/2025
Nescafe Coffee 200g,Beverages,240,0,240,175,11/16/2025
Parle-G Biscuits,Snacks,10,20,-10,52,11/16/2025
Maggi Noodles Pack,Instant Food,56,0,56,42,11/16/2025
Surf Excel 2kg,Home Care,420,5,415,165,11/16/2025
Ariel Liquid 1L,Home Care,395,10,385,142,11/16/2025
Lux Soap Pack,Personal Care,160,15,145,78,11/16/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,139,11/16/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,121,11/16/2025
Harpic Toilet Cleaner,Home Care,190,0,190,188,11/16/2025
Good Day Biscuits,Snacks,30,30,0,152,11/16/2025
Britannia Bread,Bakery,45,30,15,31,11/16/2025
Tropicana Juice 1L,Beverages,120,0,120,165,11/16/2025
Pepsi 2.25L,Beverages,99,20,79,128,11/16/2025
Cadbury Dairy Milk,Confectionery,40,20,20,166,11/16/2025
Aashirvaad Atta 5kg,Staples,320,30,290,105,11/17/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,72,11/17/2025
India Gate Rice 5kg,Staples,420,0,420,12,11/17/2025
Amul Milk 1L,Dairy,62,5,57,15,11/17/2025
Amul Butter 500g,Dairy,275,5,270,158,11/17/2025
Tata Tea Gold 500g,Beverages,265,15,250,148,11/17/2025
Nescafe Coffee 200g,Beverages,240,0,240,36,11/17/2025
Parle-G Biscuits,Snacks,10,0,10,145,11/17/2025
Maggi Noodles Pack,Instant Food,56,30,26,176,11/17/2025
Surf Excel 2kg,Home Care,420,15,405,175,11/17/2025
Ariel Liquid 1L,Home Care,395,15,380,190,11/17/2025
Lux Soap Pack,Personal Care,160,30,130,179,11/17/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,175,11/17/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,112,11/17/2025
Harpic Toilet Cleaner,Home Care,190,5,185,149,11/17/2025
Good Day Biscuits,Snacks,30,0,30,167,11/17/2025
Britannia Bread,Bakery,45,15,30,47,11/17/2025
Tropicana Juice 1L,Beverages,120,20,100,193,11/17/2025
Pepsi 2.25L,Beverages,99,5,94,88,11/17/2025
Cadbury Dairy Milk,Confectionery,40,5,35,13,11/17/2025
Aashirvaad Atta 5kg,Staples,320,5,315,112,11/18/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,47,11/18/2025
India Gate Rice 5kg,Staples,420,30,390,80,11/18/2025
Amul Milk 1L,Dairy,62,0,62,151,11/18/2025
Amul Butter 500g,Dairy,275,10,265,28,11/18/2025
Tata Tea Gold 500g,Beverages,265,0,265,140,11/18/2025
Nescafe Coffee 200g,Beverages,240,10,230,63,11/18/2025
Parle-G Biscuits,Snacks,10,20,-10,31,11/18/2025
Maggi Noodles Pack,Instant Food,56,5,51,165,11/18/2025
Surf Excel 2kg,Home Care,420,0,420,124,11/18/2025
Ariel Liquid 1L,Home Care,395,0,395,47,11/18/2025
Lux Soap Pack,Personal Care,160,20,140,71,11/18/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,94,11/18/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,173,11/18/2025
Harpic Toilet Cleaner,Home Care,190,5,185,75,11/18/2025
Good Day Biscuits,Snacks,30,10,20,160,11/18/2025
Britannia Bread,Bakery,45,10,35,95,11/18/2025
Tropicana Juice 1L,Beverages,120,0,120,45,11/18/2025
Pepsi 2.25L,Beverages,99,15,84,142,11/18/2025
Cadbury Dairy Milk,Confectionery,40,0,40,143,11/18/2025
Aashirvaad Atta 5kg,Staples,320,10,310,44,11/19/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,142,11/19/2025
India Gate Rice 5kg,Staples,420,5,415,29,11/19/2025
Amul Milk 1L,Dairy,62,5,57,194,11/19/2025
Amul Butter 500g,Dairy,275,20,255,85,11/19/2025
Tata Tea Gold 500g,Beverages,265,30,235,152,11/19/2025
Nescafe Coffee 200g,Beverages,240,10,230,114,11/19/2025
Parle-G Biscuits,Snacks,10,20,-10,120,11/19/2025
Maggi Noodles Pack,Instant Food,56,15,41,132,11/19/2025
Surf Excel 2kg,Home Care,420,15,405,112,11/19/2025
Ariel Liquid 1L,Home Care,395,5,390,13,11/19/2025
Lux Soap Pack,Personal Care,160,0,160,147,11/19/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,144,11/19/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,180,11/19/2025
Harpic Toilet Cleaner,Home Care,190,0,190,81,11/19/2025
Good Day Biscuits,Snacks,30,0,30,154,11/19/2025
Britannia Bread,Bakery,45,0,45,110,11/19/2025
Tropicana Juice 1L,Beverages,120,20,100,189,11/19/2025
Pepsi 2.25L,Beverages,99,5,94,80,11/19/2025
Cadbury Dairy Milk,Confectionery,40,5,35,157,11/19/2025
Aashirvaad Atta 5kg,Staples,320,0,320,90,11/20/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,136,11/20/2025
India Gate Rice 5kg,Staples,420,30,390,95,11/20/2025
Amul Milk 1L,Dairy,62,15,47,41,11/20/2025
Amul Butter 500g,Dairy,275,0,275,61,11/20/2025
Tata Tea Gold 500g,Beverages,265,5,260,62,11/20/2025
Nescafe Coffee 200g,Beverages,240,0,240,115,11/20/2025
Parle-G Biscuits,Snacks,10,10,0,159,11/20/2025
Maggi Noodles Pack,Instant Food,56,5,51,50,11/20/2025
Surf Excel 2kg,Home Care,420,20,400,56,11/20/2025
Ariel Liquid 1L,Home Care,395,30,365,89,11/20/2025
Lux Soap Pack,Personal Care,160,5,155,199,11/20/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,140,11/20/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,158,11/20/2025
Harpic Toilet Cleaner,Home Care,190,5,185,23,11/20/2025
Good Day Biscuits,Snacks,30,5,25,41,11/20/2025
Britannia Bread,Bakery,45,15,30,138,11/20/2025
Tropicana Juice 1L,Beverages,120,30,90,153,11/20/2025
Pepsi 2.25L,Beverages,99,15,84,82,11/20/2025
Cadbury Dairy Milk,Confectionery,40,0,40,164,11/20/2025
Aashirvaad Atta 5kg,Staples,320,0,320,177,11/21/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,128,11/21/2025
India Gate Rice 5kg,Staples,420,30,390,145,11/21/2025
Amul Milk 1L,Dairy,62,0,62,21,11/21/2025
Amul Butter 500g,Dairy,275,0,275,85,11/21/2025
Tata Tea Gold 500g,Beverages,265,20,245,106,11/21/2025
Nescafe Coffee 200g,Beverages,240,5,235,74,11/21/2025
Parle-G Biscuits,Snacks,10,0,10,13,11/21/2025
Maggi Noodles Pack,Instant Food,56,20,36,53,11/21/2025
Surf Excel 2kg,Home Care,420,5,415,115,11/21/2025
Ariel Liquid 1L,Home Care,395,15,380,23,11/21/2025
Lux Soap Pack,Personal Care,160,15,145,84,11/21/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,146,11/21/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,99,11/21/2025
Harpic Toilet Cleaner,Home Care,190,15,175,37,11/21/2025
Good Day Biscuits,Snacks,30,0,30,144,11/21/2025
Britannia Bread,Bakery,45,15,30,102,11/21/2025
Tropicana Juice 1L,Beverages,120,0,120,179,11/21/2025
Pepsi 2.25L,Beverages,99,15,84,195,11/21/2025
Cadbury Dairy Milk,Confectionery,40,10,30,36,11/21/2025
Aashirvaad Atta 5kg,Staples,320,30,290,15,11/22/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,90,11/22/2025
India Gate Rice 5kg,Staples,420,0,420,158,11/22/2025
Amul Milk 1L,Dairy,62,10,52,140,11/22/2025
Amul Butter 500g,Dairy,275,10,265,195,11/22/2025
Tata Tea Gold 500g,Beverages,265,20,245,55,11/22/2025
Nescafe Coffee 200g,Beverages,240,15,225,161,11/22/2025
Parle-G Biscuits,Snacks,10,0,10,163,11/22/2025
Maggi Noodles Pack,Instant Food,56,30,26,142,11/22/2025
Surf Excel 2kg,Home Care,420,10,410,26,11/22/2025
Ariel Liquid 1L,Home Care,395,10,385,111,11/22/2025
Lux Soap Pack,Personal Care,160,15,145,68,11/22/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,134,11/22/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,111,11/22/2025
Harpic Toilet Cleaner,Home Care,190,5,185,171,11/22/2025
Good Day Biscuits,Snacks,30,20,10,193,11/22/2025
Britannia Bread,Bakery,45,10,35,184,11/22/2025
Tropicana Juice 1L,Beverages,120,15,105,138,11/22/2025
Pepsi 2.25L,Beverages,99,10,89,34,11/22/2025
Cadbury Dairy Milk,Confectionery,40,10,30,148,11/22/2025
Aashirvaad Atta 5kg,Staples,320,5,315,36,11/23/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,155,11/23/2025
India Gate Rice 5kg,Staples,420,0,420,138,11/23/2025
Amul Milk 1L,Dairy,62,30,32,88,11/23/2025
Amul Butter 500g,Dairy,275,15,260,169,11/23/2025
Tata Tea Gold 500g,Beverages,265,10,255,31,11/23/2025
Nescafe Coffee 200g,Beverages,240,0,240,157,11/23/2025
Parle-G Biscuits,Snacks,10,30,-20,157,11/23/2025
Maggi Noodles Pack,Instant Food,56,15,41,58,11/23/2025
Surf Excel 2kg,Home Care,420,10,410,127,11/23/2025
Ariel Liquid 1L,Home Care,395,10,385,166,11/23/2025
Lux Soap Pack,Personal Care,160,5,155,41,11/23/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,192,11/23/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,102,11/23/2025
Harpic Toilet Cleaner,Home Care,190,10,180,64,11/23/2025
Good Day Biscuits,Snacks,30,10,20,171,11/23/2025
Britannia Bread,Bakery,45,10,35,172,11/23/2025
Tropicana Juice 1L,Beverages,120,10,110,84,11/23/2025
Pepsi 2.25L,Beverages,99,20,79,78,11/23/2025
Cadbury Dairy Milk,Confectionery,40,30,10,96,11/23/2025
Aashirvaad Atta 5kg,Staples,320,15,305,189,11/24/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,99,11/24/2025
India Gate Rice 5kg,Staples,420,30,390,57,11/24/2025
Amul Milk 1L,Dairy,62,10,52,120,11/24/2025
Amul Butter 500g,Dairy,275,5,270,102,11/24/2025
Tata Tea Gold 500g,Beverages,265,15,250,73,11/24/2025
Nescafe Coffee 200g,Beverages,240,30,210,149,11/24/2025
Parle-G Biscuits,Snacks,10,15,-5,151,11/24/2025
Maggi Noodles Pack,Instant Food,56,15,41,135,11/24/2025
Surf Excel 2kg,Home Care,420,20,400,23,11/24/2025
Ariel Liquid 1L,Home Care,395,15,380,53,11/24/2025
Lux Soap Pack,Personal Care,160,15,145,165,11/24/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,96,11/24/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,60,11/24/2025
Harpic Toilet Cleaner,Home Care,190,5,185,162,11/24/2025
Good Day Biscuits,Snacks,30,15,15,100,11/24/2025
Britannia Bread,Bakery,45,20,25,23,11/24/2025
Tropicana Juice 1L,Beverages,120,20,100,108,11/24/2025
Pepsi 2.25L,Beverages,99,15,84,51,11/24/2025
Cadbury Dairy Milk,Confectionery,40,20,20,191,11/24/2025
Aashirvaad Atta 5kg,Staples,320,30,290,183,11/25/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,167,11/25/2025
India Gate Rice 5kg,Staples,420,10,410,116,11/25/2025
Amul Milk 1L,Dairy,62,10,52,187,11/25/2025
Amul Butter 500g,Dairy,275,20,255,45,11/25/2025
Tata Tea Gold 500g,Beverages,265,20,245,121,11/25/2025
Nescafe Coffee 200g,Beverages,240,30,210,186,11/25/2025
Parle-G Biscuits,Snacks,10,0,10,30,11/25/2025
